Lake_Name,Round ,date,JD,Edible_Chl,dent,cerio ,pulic,Bosmina,parv,ambig,diaph ,scaph ,alona,chaob ,ostr ,cal ,cyc ,overall_m_prev,N_ug,P_ug,Z_bottom,n_max,bfs,d_tcline,t_tcline, depth_Ezi,T_Ezi,d1mgL,mDO,mspc,mpH,mT,mchlv,mchla
Goodman,14,11/18/09,322,7.01,"354,983.66","20,140.92","42,799.45",0,0,0,0,0,0,0,,,,0.07,398.9,48.09,7,4.02,0.01,1.03,11.87,7,11.78,7,7.56,"1,297.00",7.59,11.83,0.11,12.15
Goodman,16,12/3/09,337,2.79,"269,384.77","1,258.81","16,364.50",0,0,0,0,0,0,5,,,,0.05,422.99,32.13,7,6.56,0.01,7,8.76,7,8.76,7,7.87,"1,289.00",7.61,8.87,0.09,9.14
Goose,0,8/11/09,223,2.12,,,,,,,,,,,,,,0,313.4,6.75,15.82,56.8,0.1,7.47,21.03,5.82,26.42,14.87,8.37,"1,614.00",7.98,27.73,0.01,0.62
Goose,1,8/21/09,233,2.01,"14,476.28","23,287.94","15,105.69","1,258.81",0,0,"26,434.95",0,629.4,0,,,,0,359.52,9.06,12.05,63.39,0.11,6.66,25.55,6.11,27.51,12.05,7.69,"1,632.57",7.9,27.6,0.01,0.73
Goose,2,8/27/09,239,,"153,574.49","191,338.71",0,0,,0,"130,915.96",0,0,8,,,,,,,6.06,60.14,0.1,0.43,28.76,0.43,28.76,6.06,7.85,821.65,7.67,27.76,0.01,0.36
Goose,3,9/3/09,246,3.21,"158,609.72","57,905.14","425,476.87",0,0,0,"67,975.60",0,0,73,,,,0,284.57,10.16,15.02,64.55,0.11,7.61,21.81,7.11,23.88,14.36,8.42,"1,663.14",7.82,24.32,0.01,0.74
Goose,4,9/10/09,253,3.39,"183,785.87","78,046.05","324,772.29","5,035.23",0,0,"7,552.84",0,0,129,,,,0.01,273.04,7.29,15.94,58.76,0.1,8.01,20.78,7.11,23.95,13.76,7.11,"1,681.50",7.45,24.28,0.01,1.02
Goose,5,9/17/09,260,3.46,"83,081.28","90,634.13","317,219.44","5,035.23",0,0,"15,105.69",0,"1,258.81",127,,,,0.04,317.08,7.29,15.01,57.43,0.1,7.62,22.21,7.12,23.86,13.82,8.37,"1,673.88",7.89,24.01,0.01,0.7
Goose,6,9/24/09,267,3.53,"66,716.79","76,787.25","176,233.02","2,517.61",0,0,"2,517.61",0,"2,517.61",103,,,,0,317.08,6.94,15.01,49.58,0.09,8.27,20.37,7.22,23.2,13.77,8.09,"1,668.75",7.86,23.65,0.01,1.13
Goose,7,10/1/09,274,3.28,"120,845.50","206,444.40","367,571.74","5,035.23",0,0,"27,693.76",0,0,,,,,0.02,295.9,8.51,13.99,57.41,0.1,9.49,17.06,8.64,19.73,13.74,7.9,"1,672.44",7.57,20.25,0.02,1.67
Goose,8,10/8/09,281,3.2,"438,064.95","430,512.10","98,186.97","7,552.84",0,0,"52,869.91",0,0,48,,,,0.04,295.9,9.2,15.01,41.43,0.07,9.66,16.4,9.21,17.52,12.86,8.31,"1,621.90",7.64,17.6,0.02,1.4
Goose,9,10/15/09,288,3.33,"135,951.19","342,395.59","23,917.34","47,834.68",0,0,"21,399.72",0,"1,258.81",29,,,,0.01,283.34,7.41,15.94,35.7,0.06,11.43,12.52,10.33,14.71,12.73,8.62,"1,594.36",7.66,14.96,0.03,2.39
Goose,10,10/16/09,289,2.38,"106,998.62","188,821.10","23,917.34","47,834.68",0,0,"26,434.95",0,0,13,,,,0.04,283.34,8.3,,,,,,,,,,,,,,
Goose,11,10/29/09,302,4.15,"161,127.34","171,197.80","6,294.04","157,350.91",0,0,"10,070.46",0,"2,517.61",9,,,,0.04,218.49,11.69,12.14,28.01,0.05,12.04,12.06,11.29,13.33,12.14,9.21,"1,597.00",7.71,13.68,0.02,1.66
Goose,12,11/5/09,309,4.46,"83,081.28","59,163.94","5,035.23","67,975.60",0,0,"10,070.46",0,"1,258.81",11,,,,0.13,283.34,12.58,15.88,31.91,0.06,12.51,11.85,12.11,12.73,13.51,9.18,"1,607.75",7.64,12.83,0.02,2.11
Goose,13,11/12/09,316,4.08,"45,317.06","56,646.33","2,517.61","98,186.97",0,0,"1,258.81",0,0,4,,,,0.03,314.61,9.73,15.76,23.8,0.04,13.16,10.69,12.11,12.23,12.71,9.53,"1,607.83",7.76,12.63,0.03,2.43
Goose,15,11/24/09,328,3.32,"39,652.43","3,147.02","2,517.61","134,062.98",0,0,0,0,0,9,,,,0.02,302.57,9.61,14.95,18.61,0.03,13.48,10.37,13.23,10.64,13.83,9.41,"1,607.46",7.87,11.01,0.03,3.35
Hale,0,8/9/09,221,33.68,,,,,,,,,,,,,,0.02,399.88,25.38,,,,,,,,,,,,,,
Hale,1,8/18/09,230,32.29,"75,528.44","256,796.69",629.4,0,0,0,0,0,0,25,,,,0.05,457.54,26.86,6.99,77.04,0.13,4.35,20.57,2.55,27.74,5.8,7.13,"2,020.50",7.58,28.18,0.01,1.04
Hale,2,8/25/09,237,4.49,"57,275.73","161,127.34",0,0,0,0,0,0,0,50,,,,0.01,313.4,13.53,7.03,78.68,0.14,4.43,21.18,3.48,24.8,7.03,8.64,"2,145.33",7.37,25.07,0.02,1.75
Hale,3,9/1/09,244,1.71,"211,479.63","509,816.96",0,0,0,0,0,0,0,70,,,,0,284.57,13.39,6.06,72.31,0.13,4.63,19.58,3.38,23.59,6.06,9.03,"2,201.67",7.55,23.95,0.02,1.45
Hale,4,9/8/09,251,3.28,"365,054.12","780,460.54",0,0,0,0,0,0,0,7,,,,,,,7.08,75.45,0.13,4.52,20.48,4.02,23.36,4.92,13.02,"2,569.75",7.26,23.65,0.04,3.88
Hale,5,9/15/09,258,2.53,"146,021.65","117,824.37",0,0,0,0,0,503.52,0,11,,,,0.02,306.49,9.03,7.03,77.35,0.13,4.61,20.78,4.11,23.76,3.86,7.63,"2,606.00",7.31,23.44,0.03,2.32
Hale,6,9/22/09,265,,"93,151.74","193,856.33",0,0,0,0,0,0,0,10,,,,,,,6.98,77.84,0.14,4.58,21.1,4.18,23.51,4.98,8.76,"2,636.75",7.33,23.22,0.02,1.86
Hale,7,9/29/09,272,4.28,"231,620.55","231,620.55",0,0,0,0,0,0,0,16,,,,0.05,280.03,14.42,7.19,56.04,0.1,5.33,16.6,4.13,21.69,4.98,12.9,"2,454.00",7.15,21.26,0.02,2.22
Hale,8,10/7/09,280,4.03,"362,536.51","387,712.65",0,0,0,0,0,0,0,13,,,,0.07,322.37,11.12,7.01,58.06,0.1,5.56,16.18,5.16,18.07,5.76,8.23,"2,612.17",7.09,17.68,0.04,4.12
Hale,9,10/13/09,286,5.67,"468,276.32","284,490.45",0,0,0,0,0,0,0,13,,,,0.08,448.41,18.64,7.09,54.18,0.09,5.63,16.4,5.18,18.2,4.98,7.4,"2,540.20",7.12,16.32,0.05,4.67
Hale,10,10/20/09,293,4.27,"417,924.03","392,747.88",0,0,0,0,0,0,0,10,,,,0.05,236.17,20.42,6.99,41.18,0.07,5.63,15.72,5.18,16.88,5.03,8.02,"2,534.20",7.12,14.02,0.04,4.49
Hale,11,10/27/09,300,4.59,"307,148.99","251,761.46",0,0,0,0,0,0,0,23,,,,0.23,206.7,24.34,6.93,35.39,0.06,6.9,12.66,5.35,15.9,5.3,8.7,"2,489.20",7.26,14.15,0.06,6.63
Hale,12,11/3/09,307,7.92,"208,962.01","699,896.87","2,517.61",0,0,0,0,0,0,10,,,,0.36,,23.81,8.02,33.04,0.06,6.65,14.06,6.2,14.94,5.05,6.91,"2,736.00",7.3,13.73,0.04,3.72
Hale,13,11/10/09,314,5.04,"213,997.24","314,701.83",0,0,0,0,0,0,0,12,,,,0.05,471.15,19.37,7.02,33.79,0.06,6.91,13.48,6.31,14.75,4.96,7.02,"2,702.17",7.15,13.38,0.05,4.82
Hale,14,11/18/09,322,7.04,"219,032.47","508,558.16","5,035.23",0,0,0,0,0,0,23,,,,0.03,489.22,31.25,7.87,30.13,0.05,6.55,14.11,6.2,14.71,4.85,6.65,"2,660.33",7.41,12.47,0.07,7.38
Hale,16,12/3/09,337,6.05,"289,525.68","687,308.80","12,588.07",0,0,0,0,0,0,15,,,,0.06,435.03,20.78,8.08,25.61,0.04,6.58,13.7,6.23,14.17,4.98,6.72,"2,667.17",7.35,10,0.04,4.08
Island,0,8/11/09,223,1.92,,,,,,,,,,18,,,,0.26,434.48,5.76,16.33,67.52,0.12,5.58,23.4,4.18,27.34,14.38,8.43,"2,478.20",7.69,28.15,0.01,0.55
Island,1,8/20/09,232,1.36,,,,,,,,,,53,,,,0.08,255.74,6.35,17.07,57.94,0.1,5.6,23.86,4.25,28.15,14.05,7.87,"2,510.00",7.62,28.28,0.01,0.56
Island,2,8/27/09,239,1.74,"154,833.30",0,"200,150.36",0,0,0,0,0,0,103,,,,0.15,255.74,5.06,16.07,58.46,0.1,6.46,21.59,5.11,25.74,14.86,8.58,"2,491.00",7.55,25.88,0.01,0.76
Island,3,9/3/09,246,1.71,"117,069.08",0,"157,350.91",0,0,0,0,0,0,99,,,,0.11,180.79,3.77,16.11,65.49,0.11,6.61,21.42,6.06,23.75,14.41,8.65,"2,589.67",7.5,24.17,0.01,0.78
Island,4,9/10/09,253,2.03,"83,081.28",0,"142,664.83",0,0,0,0,0,0,102,,,,0.19,211.22,3.64,16.96,47.58,0.08,6.25,21.93,5.2,24.42,14.45,8.68,"2,580.83",7.61,24.72,0.01,0.68
Island,5,9/17/09,260,2.8,"84,759.69",839.2,"100,704.59",0,0,0,0,0,0,115,,,,0.15,237.68,4.33,17.28,59.44,0.1,6.75,21.64,6.2,23.62,14.65,8.66,"2,611.00",7.58,23.92,0.01,0.55
Island,6,9/24/09,267,2.07,"123,363.12",0,"144,762.84",0,0,0,0,0,0,196,,,,0.32,242.98,4.85,17.77,54.89,0.1,7.45,19.76,6.2,23.12,14.05,8.55,"2,604.33",7.58,23.64,0.01,1.17
Island,7,10/1/09,274,2.33,"207,703.21","1,258.81","84,340.09","1,258.81",0,0,0,0,0,142,,,,0.18,264.15,4.51,15.2,49.66,0.09,7.61,18.86,7.16,20.23,13.91,8.4,"2,621.29",7.34,20.32,0.01,0.83
Island,8,10/8/09,281,4.06,"120,845.50","1,258.81","46,575.87","1,258.81",0,0,0,0,0,78,,,,0.26,301.02,5.99,14.98,36.21,0.06,9.4,15.04,8.2,17.52,13.8,8.63,"2,560.88",7.34,17.79,0.01,1.02
Island,9,10/15/09,288,2.45,"216,514.86",0,"67,975.60",0,0,0,0,0,0,48,,,,0.15,301.02,6.34,16.03,27.11,0.05,10.45,13.18,9.4,14.66,13.8,8.93,"2,516.60",7.35,15.09,0.02,1.48
Island,10,10/16/09,289,,"445,617.79","3,776.42","37,764.22",0,0,0,0,0,0,9,,,,0.25,,,,,,,,,,,,,,,,
Island,11,10/29/09,302,2.77,"347,430.82",0,"42,799.45",0,0,0,0,0,"2,517.61",81,,,,0.05,754.98,8.3,11.94,23.51,0.04,10.63,13.09,10.28,13.52,11.94,9.02,"2,545.30",7.3,13.94,0.01,0.98
Island,12,11/5/09,309,2.92,"139,727.61",0,"17,623.30",0,0,0,0,0,0,57,,,,0.18,336.4,6.7,15.89,23.69,0.04,11.55,12.43,11.25,12.81,13.7,8.82,"2,588.45",7.33,13.12,0.01,0.96
Island,13,11/12/09,316,3.63,,,,,,,,,,79,,,,0.15,410.94,9.73,16.68,22.86,0.04,11.44,12.38,11.19,12.7,13.44,9.24,"2,585.09",7.24,12.94,0.01,1.07
Island,15,11/24/09,328,2.93,"68,605.00",629.4,"24,546.74",0,0,0,0,0,0,6,,,,0.12,350.74,7.13,13.85,16.92,0.03,12.67,11.3,13.85,10.39,12.72,8.3,"2,675.85",7.42,11.28,0.01,1
Island,16,12/3/09,337,2.29,"261,831.92",0,"3,776.42",0,0,0,0,0,0,3,,,,0.07,501.26,13.87,15.01,16.9,0.03,13.59,10.67,15.01,9.87,12.89,8.36,"2,700.57",7.47,9.27,0.01,0.87
Long,0,8/11/09,223,2.65,"100,075.18",0,"65,143.28","11,329.27",0,0,0,0,0,65,,,,,463.3,10.68,,,,,,,,,,,,,,
Long,1,8/21/09,233,3.18,"26,015.35",0,"102,383.00",0,0,0,0,0,0,95,,,,0,590.15,25.42,13.29,63.95,0.11,6.56,21.91,5.21,27.63,13.29,7.47,539.18,8.2,27.76,0.01,0.63
Long,2,8/27/09,239,3.78,"611,780.36","5,035.23","151,056.88",0,0,0,"7,552.84",0,0,166,,,,0,526.73,16.04,15.09,79.11,0.14,6.55,22.65,5.95,25.49,15.09,7.57,544.44,8.08,26.52,0.01,0.94
Long,3,9/3/09,246,,"127,559.14",0,"124,202.32","1,678.41",0,0,0,0,839.2,163,,,,,,,15.02,69.39,0.12,6.74,22.07,6.29,24.24,14.14,7.66,549.7,8.05,24.55,0.02,1.74
Long,4,9/10/09,253,5.19,"177,491.83","2,517.61","173,715.41","25,176.15",0,0,"1,258.81",0,0,174,,,,0,497.9,10.77,,,,,,,,,,,,,,
Long,5,9/17/09,260,5.14,"30,211.38","5,035.23","83,081.28",0,0,0,839.2,0,"1,678.41",86,,,,0,555.25,11.12,17.04,61.01,0.11,6.66,22.19,6.16,24.04,9.66,8.36,554.41,8.21,24.11,0.02,1.91
Long,6,9/24/09,267,6.99,"211,479.63","6,294.04","21,399.72","2,517.61",0,0,0,0,0,,,,,0.02,555.25,14.77,17.02,62.45,0.11,7.5,19.57,6.3,23.25,8.55,8.05,551.81,8.15,23.78,0.02,2.16
Long,7,10/1/09,274,5.28,"307,148.99","7,552.84","55,387.52","6,294.04",0,0,"2,517.61",0,0,58,,,,0.01,539.37,13.38,16.93,56.62,0.1,8.49,16.44,7.29,19.66,8.94,7.64,553.8,7.76,19.97,0.02,1.54
Long,8,10/8/09,281,5.17,"139,727.61","17,623.30","132,174.77","1,258.81",0,0,"1,258.81",0,"5,035.23",69,,,,0.07,444.1,14.59,14.1,48.08,0.08,9.4,14.49,8.35,17.14,9.8,8.19,538.54,7.75,17.43,0.03,3.12
Long,9,10/15/09,288,8.37,"314,701.83","5,035.23","57,905.14",0,0,0,"2,517.61",0,0,9,,,,0.16,525.05,12.76,17.2,45.33,0.08,10.5,12.34,9.6,14.55,10.05,8.29,531.9,7.65,15.01,0.03,2.64
Long,10,10/16/09,289,4.12,"169,938.99","6,294.04","62,940.37","2,517.61",0,0,"2,517.61",0,0,11,,,,0.19,271.55,10.62,,,,,,,,,,,,,,
Long,11,10/29/09,302,3.97,"80,563.67","1,678.41","50,352.29","14,266.48",0,0,0,0,"2,517.61",12,,,,0.36,230.28,12.04,13.99,31.82,0.06,11.38,10.57,10.23,13.04,11.28,8.86,533.8,7.61,13.61,0.02,1.72
Long,12,11/5/09,309,3.66,"168,680.18","3,776.42","62,940.37","27,693.76",0,0,0,0,"2,517.61",5,,,,0.17,507.37,17.03,16.01,31.32,0.05,12.34,10.5,11.29,12.58,12.74,9.49,534.95,7.78,12.89,0.05,5.34
Long,13,11/12/09,316,10.35,,,,,,,,,,,,,,0.09,519.32,10.8,16.01,29.26,0.05,12.37,10.64,11.87,11.68,12.87,9.69,537.43,7.9,12.38,0.04,3.81
Long,15,11/24/09,328,9.78,"18,252.71",629.4,"100,704.59","1,258.81",0,0,0,0,"1,258.81",5,,,,0.03,537.38,18.12,15.09,21.66,0.04,13.54,9.94,13.14,10.51,13.89,8.81,538.57,7.84,10.86,0.06,5.98
Mayfield,1,8/18/09,230,2.38,"179,254.16","30,714.90",0,0,0,0,0,0,0,0,,,,0,215.38,11.65,5.02,59.18,0.1,2.6,24.29,1.05,28.22,5.02,6.34,"2,720.00",6.79,27.22,0.02,1.21
Mayfield,2,8/25/09,237,2.92,"298,756.94","182,107.46",839.2,839.2,0,0,0,0,0,8,,,,0,249.97,10.84,5.18,50.18,0.09,3.47,21.57,2.32,23.95,5.12,6.85,"2,658.00",6.9,24.4,0.01,0.88
Mayfield,3,9/3/09,246,3.2,"271,902.38","113,292.66","12,588.07",0,0,0,0,0,0,30,,,,0,313.4,11.98,6.05,48.11,0.08,3.63,21.47,0.28,24.26,5.28,6.8,"2,768.50",6.85,23.81,0.01,1.01
Mayfield,4,9/8/09,251,5.51,"165,323.36","288,686.48","1,678.41",0,0,0,0,0,0,41,,,,,221.14,,5.06,51.1,0.09,3.09,22.62,2.99,22.9,4.79,6.79,"2,742.50",6.98,23.37,0.04,3.53
Mayfield,5,9/15/09,258,3.7,"128,398.35","329,807.52",0,0,0,0,0,0,0,13,,,,0,242.98,14.94,5.06,46.77,0.08,3.7,21.76,3.15,23.04,5.06,6.27,"2,889.00",6.78,23.29,0.02,2.01
Mayfield,6,9/22/09,265,2.82,"167,421.37","168,680.18","1,258.81",0,0,0,0,0,0,8,,,,,192.32,9.81,5.08,39,0.07,3.71,21.31,3.16,22.3,5.08,5.63,"2,873.33",6.75,22.66,0.03,2.91
Mayfield,7,9/29/09,272,4.87,"80,563.67","241,691.01",0,0,0,0,0,0,0,42,,,,0,237.68,14.59,5.03,39.75,0.07,5.03,18.5,4.18,20.21,3.93,4.89,"2,819.75",6.64,20.56,0.03,3.22
Mayfield,8,10/7/09,280,8.01,"65,457.98","269,384.77",0,"1,258.81",0,0,0,0,0,21,,,,0,274.73,12.33,6.01,42.31,0.07,6.01,16.44,5.31,18.09,5.51,5.05,"2,769.00",6.66,17.41,0.03,3.27
Mayfield,9,10/13/09,286,6.77,"47,834.68","168,680.18",0,0,0,0,0,0,0,12,,,,0,206.7,8.3,5.95,5.82,0.01,1.69,15.75,5.95,16.67,5.44,5.63,"2,697.50",6.69,15.86,0.03,2.86
Mayfield,10,10/20/09,293,10.94,"41,540.64","162,386.14",0,0,0,0,0,0,0,5,,,,0,354.08,10.08,6.54,9.54,0.02,1.12,13.34,6.54,15.18,6.37,6.16,"2,728.17",6.74,13.53,0.04,3.46
Mayfield,11,10/27/09,300,8.68,"11,329.27","52,869.91",0,629.4,0,0,0,0,0,1,,,,0,106.47,9.19,5.05,10.17,0.02,1.06,13.62,5.05,13.55,5.05,7.82,"2,600.75",6.95,13.53,0.05,4.83
Mayfield,12,11/3/09,307,5.47,"41,960.24","68,814.80",839.2,0,0,839.2,0,0,0,0,,,,0,194.91,7.77,6.04,3.44,0.01,1.22,12.8,6.04,14.56,6.02,6.23,"2,600.40",7.12,13.24,0.09,9.48
Mayfield,13,11/10/09,314,5.57,"17,938.00","7,867.55",0,314.7,0,314.7,0,0,0,1,,,,0,200.21,9.01,6.03,16.72,0.03,1.04,13.24,6.03,14.19,5.99,6.92,"2,582.40",6.88,12.6,0.02,2.24
Mayfield,14,11/18/09,322,1.92,"82,577.76","7,552.84",0,"5,538.75",0,"10,070.46",0,0,0,0,,,,0,242.36,8.2,5.01,0,0,1.09,11.26,5.01,11.31,5.01,7.22,"2,553.75",7.28,11.29,0.02,1.57
Mayfield,16,12/3/09,337,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
Midland,0,8/11/09,223,2.46,"189,450.50",0,"8,182.25",0,0,0,0,0,0,233,,,,0,330.69,11.43,6.04,72.4,0.13,4.51,20.86,2.56,27.53,5.01,8.74,684.7,7.86,28.09,0.01,1.02
Midland,1,8/20/09,232,2.95,"49,722.89",0,"25,176.15",0,0,0,0,0,0,425,,,,0.04,296.1,11.41,,,,,,,,,,,,,,
Midland,2,8/26/09,238,2.14,"292,043.30",0,"26,854.56",0,0,0,0,0,0,,,,,0.09,319.16,10.98,8,76.36,0.13,4.54,22.68,3.99,25.5,5.34,8.36,703.08,7.83,26.27,0.02,1.37
Midland,3,9/3/09,246,2.7,"81,067.19",0,"13,091.60",0,0,0,0,0,0,,,,,0.08,365.29,13.39,6.97,67.94,0.12,5.38,18.12,4.23,23.99,5.68,8.47,706.28,7.82,24.41,0.03,2.42
Midland,4,9/10/09,253,4.15,"72,171.62",0,"4,196.02",0,0,0,0,0,0,,,,,0.26,332.95,15.81,5.06,58.09,0.1,4.95,21.35,4.15,24.03,5.06,9.23,704.16,7.91,24.57,0.05,4.7
Midland,5,9/17/09,260,6.64,"61,142.07",0,719.32,0,0,0,0,0,0,233,,,,0,412.35,25.55,7.07,60.03,0.1,5.5,18.92,4.1,23.63,5,8.14,706.2,7.84,23.94,0.06,5.95
Midland,6,9/24/09,267,4.72,"28,380.38",0,228.87,0,0,0,0,0,0,322,,,,0.27,380.59,28.51,7.07,75.3,0.13,5.51,19.05,4.56,22.75,5.56,7.56,702.85,7.67,23.47,0.09,9.46
Midland,7,10/1/09,274,4.2,"80,144.07",0,0,0,0,0,0,0,0,175,,,,0.32,391.18,28.85,7.12,50.68,0.09,5.65,18.03,5.15,19.65,5.85,6.82,702.86,7.4,19.79,0.07,7.75
Midland,8,10/8/09,281,7.47,"124,202.32",0,0,0,0,0,0,0,0,13,,,,0.31,495.58,40.2,7.1,52.22,0.09,6.79,14.02,6.09,16.9,7.1,7.31,678.47,7.35,17.07,0.07,7.09
Midland,9,10/15/09,288,19.43,"31,889.79",0,209.8,0,0,0,0,0,0,,,,,0.38,578.11,31.47,7.1,23.64,0.04,7.09,13.35,6.59,13.96,7.1,7.3,634.58,7.25,14.35,0.08,8.38
Midland,10,10/25/09,298,20.52,"171,197.80",0,0,0,0,0,0,0,0,1,,,,0.56,507.37,36.46,,,,,,,,,,,,,,
Midland,11,10/29/09,302,8.71,"589,121.83",0,0,0,0,0,0,0,0,0,,,,0.3,489.68,37.7,6.99,13.77,0.02,6.97,12.82,6.99,12.81,6.99,8.34,631.03,7.43,13.27,0.05,5.46
Midland,12,11/5/09,309,7.89,"1,100,197.60",0,0,0,0,0,0,0,0,1,,,,0.05,507.28,29.69,8.08,12.22,0.02,8.05,11.85,8.08,11.84,8.05,7.66,625.01,7.27,12.29,0.05,4.97
Midland,13,11/12/09,316,4.84,,,,,,,,,,,,,,0.03,543.4,31.78,7.01,8.54,0.01,1.05,12.11,7.01,11.95,7.01,7.79,630.75,7.43,11.97,0.09,9.28
Midland,15,11/24/09,328,3.57,"109,935.84",0,839.2,0,0,0,0,0,0,0,,,,0.08,579.53,50.57,6.93,8.56,0.01,1.09,10.7,6.93,10.26,6.93,6.13,639.17,7.34,10.43,0.02,1.97
Midland,16,12/3/09,337,,"984,387.32",0,0,0,0,0,0,0,0,0,,,,0.05,,,7.89,2.43,0,6.53,8.02,7.89,8.01,7.89,6.9,643.94,7.42,8.01,0.02,1.73
Pump,0,8/11/09,223,1.46,"101,124.19",0,"64,199.17",0,0,0,0,0,0,63,,,,,203.85,,15.48,70.47,0.12,6.47,20.75,0.17,28.89,15.02,7.97,666.5,7.96,28.5,0.01,0.4
Pump,1,8/21/09,233,1.37,"98,186.97",0,"99,026.18",0,0,0,0,0,0,46,,,,0,221.14,4.69,12.06,65.06,0.11,5.66,25,5.11,27.03,12.06,7.8,"1,354.50",7.89,27.57,0.01,0.52
Pump,2,8/27/09,239,1.31,"83,081.28",0,"190,499.51",0,0,0,0,0,0,128,,,,0,232.68,4.21,12.01,57.37,0.1,6.62,21.48,5.17,25.86,12.01,8.05,"1,363.20",7.89,26.24,0.01,0.53
Pump,3,9/3/09,246,1.22,"174,554.61","1,678.41","73,850.03",0,0,0,0,0,0,120,,,,0,221.14,4.09,15.11,69.29,0.12,6.74,21.78,6.24,24.07,13.89,8.09,"1,378.25",7.87,24.48,0.01,0.46
Pump,4,9/10/09,253,1.77,"71,122.61",0,"73,640.23",0,0,0,0,0,0,94,,,,0,264.15,5.2,11.96,61.2,0.11,6.63,22.14,6.08,24.2,11.96,8.25,"1,383.29",7.86,24.81,0.01,0.37
Pump,5,9/17/09,260,1.95,"20,140.92",0,"125,041.53","11,748.87",0,0,0,0,0,101,,,,0,237.68,4.68,11.96,57.37,0.1,6.71,22.05,6.16,23.9,11.96,8.25,"1,394.00",7.91,24.04,0.01,0.63
Pump,6,9/24/09,267,,"137,629.60",0,"48,673.88","45,317.06",0,0,0,0,0,,,,,,,,15,57.31,0.1,7.59,20.12,6.44,23.1,13.14,8.21,"1,388.29",7.89,23.65,0.01,0.9
Pump,7,10/1/09,274,2.1,"256,796.69",0,"54,128.71","20,140.92",0,0,0,0,0,39,,,,0,232.39,5.2,15.02,66.28,0.12,8.51,17.44,8.06,19.91,12.26,8.23,"1,393.56",7.69,20.09,0.01,0.89
Pump,8,10/8/09,281,2.35,"142,664.83",0,"15,944.89","34,407.40",0,0,0,0,0,34,,,,0,258.86,5.55,11.1,44.25,0.08,9.46,14.09,8.21,17.52,11.1,8.57,"1,358.00",7.72,17.68,0.01,0.99
Pump,9,10/15/09,288,2.6,"109,516.24","1,258.81","3,776.42","17,623.30",0,0,"1,258.81",0,"1,258.81",10,,,,0.01,265.65,5.81,15.96,39.61,0.07,10.41,12.54,9.31,15.08,11.66,8.73,"1,335.22",7.67,15.28,0.01,1.04
Pump,10,10/16/09,289,2.11,"76,367.64",839.2,0,"26,854.56",0,0,0,0,0,26,,,,0.01,336.4,5.27,,,,,,,,,,,,,,
Pump,11,10/29/09,302,2.59,"196,373.94",0,0,"66,716.79",0,0,0,0,0,1,,,,0.01,271.55,6.16,14.99,30.82,0.05,11.33,11.49,10.28,13.38,11.93,9.2,"1,340.70",7.67,13.81,0.01,0.95
Pump,12,11/5/09,309,2.06,"143,504.03",0,"7,552.84","17,623.30",0,0,0,0,0,25,,,,0.01,295.13,6.7,10.01,5.83,0.01,4.66,12.81,10.01,12.88,10.01,9.35,"1,343.22",7.74,12.85,0.01,0.83
Pump,13,11/12/09,316,2.12,,,,,,,,,,,,,,0.01,290.53,7.95,14.09,25.01,0.04,11.55,11.49,11.1,12.17,11.95,9.32,"1,351.64",7.8,12.66,0.01,0.71
Pump,15,11/24/09,328,1.87,"2,224.31",0,574.02,"4,520.38",0,0,0,0,0,4,,,,0,278.48,12.1,13.99,23.33,0.04,12.46,10.5,12.16,10.96,13.26,9.31,"1,354.92",7.84,11.35,0.01,0.71
Scott,1,8/18/09,230,7.94,"133,433.58",503.52,0,0,0,0,0,0,0,61,,,,0.11,342.22,14.33,7.03,75.35,0.13,4.56,21.88,2.36,27.37,6.21,8.09,"2,559.00",7.64,27.86,0.02,1.39
Scott,2,8/25/09,237,3.93,"257,635.90",839.2,"1,678.41",839.2,0,0,0,0,0,74,,,,0.12,342.22,11.76,9.03,72.42,0.13,4.54,21.34,3.94,24.17,6.59,11.14,"2,602.33",7.68,24.93,0.03,2.31
Scott,3,9/1/09,244,5.29,"458,205.86","1,258.81","1,258.81",0,0,0,"1,258.81",0,0,120,,,,0.08,322.37,12.82,9.6,64.17,0.11,5.34,17.74,4.14,23.26,5.94,9.94,"2,654.20",7.72,23.82,0.01,1
Scott,4,9/8/09,251,87.44,"201,409.17","1,678.41",0,0,0,0,0,0,0,126,,,,,399.88,34.33,9.15,62.71,0.11,5.38,17.88,4.03,23.02,5.98,10.02,"2,683.40",7.72,23.4,0.02,2.09
Scott,5,9/15/09,258,5.1,"176,233.02","7,552.84","10,070.46",0,"2,517.61",0,0,0,0,103,,,,0.41,242.98,10.25,9.06,64.65,0.11,5.44,17.75,4.14,23.11,6.19,9.93,"2,701.25",7.75,23.43,0.03,2.87
Scott,6,9/22/09,265,4.74,"460,723.48","1,258.81","1,258.81",0,"10,070.46","11,329.27",0,0,0,165,,,,0.16,242.98,10.25,8.96,70.18,0.12,5.51,18,4.21,22.4,6.66,9.03,"2,717.20",7.72,23.14,0.02,2.21
Scott,7,9/29/09,272,3.47,"172,456.60","8,811.65","5,035.23",0,0,"8,811.65",0,0,0,128,,,,0.16,322.37,11.12,9.02,58.4,0.1,5.54,17.57,4.59,20.31,6.64,8.53,"2,719.20",7.54,20.66,0.02,1.83
